job_id,date,month,technician_id,technician_name,region,assigned_team,job_type,status,priority,dispatch_time_minutes,completion_time_minutes,first_time_fix,related_incident_id
JOB-2026-01544,2026-03-17,2026-03,TECH-045,Hana T.,Surabaya,Customer Assurance,Site Audit,In Progress,High,56,,false,INC-2026-00843
JOB-2026-00161,2026-03-18,2026-03,TECH-010,Citra K.,Bandung,Enterprise Support,Site Audit,Resolved,Low,185,387,true,
JOB-2026-00663,2026-03-18,2026-03,TECH-053,Adit B.,Makassar,Enterprise Support,Installation,In Progress,High,68,,true,INC-2026-02053
JOB-2026-01483,2026-03-18,2026-03,TECH-009,Indra J.,Yogyakarta,NOC Core,Corrective Maintenance,Resolved,Medium,82,351,true,INC-2026-01320
JOB-2026-01031,2026-03-19,2026-03,TECH-004,Citra E.,Denpasar,NOC Core,Installation,Closed,Medium,85,328,true,INC-2026-01066
JOB-2026-01211,2026-03-19,2026-03,TECH-022,Indra W.,Medan,Field Operations,Corrective Maintenance,Resolved,Low,142,441,true,INC-2026-01711
JOB-2026-01703,2026-03-19,2026-03,TECH-056,Citra E.,Denpasar,Enterprise Support,Site Audit,Resolved,Medium,116,274,true,INC-2026-01066
JOB-2026-01757,2026-03-19,2026-03,TECH-060,Kirana I.,Denpasar,NOC Core,Preventive Maintenance,Resolved,Medium,98,309,true,INC-2026-01066
JOB-2026-00447,2026-03-20,2026-03,TECH-045,Eka T.,Makassar,NOC Core,Site Audit,Resolved,Low,178,485,true,INC-2026-01171
JOB-2026-00504,2026-03-20,2026-03,TECH-060,Bima I.,Bandung,Field Operations,Corrective Maintenance,In Progress,Medium,127,,false,
JOB-2026-01261,2026-03-20,2026-03,TECH-030,Citra E.,Semarang,Enterprise Support,Installation,Closed,Low,181,441,false,
JOB-2026-01346,2026-03-20,2026-03,TECH-008,Bima I.,Denpasar,Field Operations,Corrective Maintenance,Closed,Critical,36,232,false,INC-2026-01614
JOB-2026-00126,2026-03-21,2026-03,TECH-051,Adit Z.,Denpasar,NOC Core,Preventive Maintenance,Resolved,Low,189,326,true,INC-2026-00897
JOB-2026-00316,2026-03-21,2026-03,TECH-037,Fajar L.,Balikpapan,NOC Core,Installation,Resolved,Low,177,429,false,INC-2026-00388
JOB-2026-01054,2026-03-21,2026-03,TECH-019,Adit T.,Medan,Field Operations,Site Audit,Resolved,Medium,78,248,true,INC-2026-00679
JOB-2026-01332,2026-03-21,2026-03,TECH-051,Fajar Z.,Denpasar,Customer Assurance,Corrective Maintenance,Resolved,Low,166,451,true,INC-2026-00897
JOB-2026-01794,2026-03-21,2026-03,TECH-011,Lukman L.,Medan,Field Operations,Installation,Resolved,Low,160,476,false,INC-2026-01455
JOB-2026-00748,2026-03-22,2026-03,TECH-003,Fajar D.,Balikpapan,Customer Assurance,Site Audit,Closed,Low,214,480,true,INC-2026-01315
JOB-2026-00814,2026-03-22,2026-03,TECH-019,Bima T.,Makassar,Customer Assurance,Installation,Closed,Medium,110,240,true,INC-2026-02163
JOB-2026-00887,2026-03-22,2026-03,TECH-056,Hana E.,Medan,Customer Assurance,Preventive Maintenance,Resolved,High,83,227,false,INC-2026-01847
JOB-2026-01387,2026-03-22,2026-03,TECH-014,Hana O.,Balikpapan,Fiber Maintenance,Preventive Maintenance,Resolved,Low,136,376,true,INC-2026-01315
JOB-2026-00673,2026-03-23,2026-03,TECH-052,Gita A.,Surabaya,Field Operations,Site Audit,Resolved,Low,165,365,true,INC-2026-01970
JOB-2026-00793,2026-03-23,2026-03,TECH-050,Kirana Y.,Makassar,Customer Assurance,Corrective Maintenance,Open,Low,152,,true,INC-2026-00794
JOB-2026-00422,2026-03-24,2026-03,TECH-053,Eka B.,Semarang,NOC Core,Installation,Open,Medium,110,,true,
JOB-2026-00478,2026-03-24,2026-03,TECH-005,Adit F.,Semarang,Customer Assurance,Installation,Resolved,Critical,30,165,true,INC-2026-00599
JOB-2026-00490,2026-03-24,2026-03,TECH-033,Gita H.,Semarang,Fiber Maintenance,Site Audit,Closed,Critical,5,166,true,INC-2026-00599
JOB-2026-00492,2026-03-24,2026-03,TECH-013,Bima N.,Bandung,Fiber Maintenance,Installation,Resolved,Medium,113,299,true,INC-2026-01229
JOB-2026-01566,2026-03-24,2026-03,TECH-040,Bima O.,Semarang,Fiber Maintenance,Installation,Open,Medium,116,,false,
JOB-2026-01725,2026-03-24,2026-03,TECH-013,Gita N.,Jakarta,Field Operations,Corrective Maintenance,Closed,Medium,88,398,false,INC-2026-00774
JOB-2026-00008,2026-03-25,2026-03,TECH-002,Indra C.,Medan,NOC Core,Site Audit,Closed,Critical,24,149,false,INC-2026-02191
JOB-2026-00414,2026-03-25,2026-03,TECH-027,Fajar B.,Makassar,NOC Core,Preventive Maintenance,Closed,Low,191,533,true,INC-2026-02107
JOB-2026-00639,2026-03-25,2026-03,TECH-015,Citra P.,Bandung,NOC Core,Corrective Maintenance,In Progress,Low,136,,true,INC-2026-02080
JOB-2026-00827,2026-03-25,2026-03,TECH-053,Bima B.,Palembang,Field Operations,Site Audit,Closed,Medium,105,322,false,INC-2026-01505
JOB-2026-01067,2026-03-25,2026-03,TECH-048,Hana W.,Bandung,Enterprise Support,Preventive Maintenance,Closed,Medium,77,333,true,
JOB-2026-01193,2026-03-25,2026-03,TECH-022,Kirana W.,Yogyakarta,Customer Assurance,Site Audit,Open,Medium,128,,true,INC-2026-01296
JOB-2026-01296,2026-03-25,2026-03,TECH-022,Eka W.,Medan,Enterprise Support,Installation,Resolved,Medium,92,319,true,
JOB-2026-01397,2026-03-25,2026-03,TECH-050,Citra Y.,Semarang,NOC Core,Site Audit,Closed,Low,183,415,true,INC-2026-02105
JOB-2026-01690,2026-03-25,2026-03,TECH-041,Eka P.,Bandung,Field Operations,Installation,Resolved,Medium,60,168,false,INC-2026-01983
JOB-2026-00111,2026-03-26,2026-03,TECH-047,Citra V.,Balikpapan,Fiber Maintenance,Installation,Resolved,Medium,111,251,true,INC-2026-01544
JOB-2026-00128,2026-03-26,2026-03,TECH-005,Citra F.,Medan,NOC Core,Preventive Maintenance,Closed,Low,166,453,false,INC-2026-00752
JOB-2026-00334,2026-03-27,2026-03,TECH-021,Lukman V.,Denpasar,NOC Core,Preventive Maintenance,Resolved,Medium,120,345,true,INC-2026-02199
JOB-2026-00994,2026-03-27,2026-03,TECH-043,Citra R.,Balikpapan,Fiber Maintenance,Installation,Closed,Low,185,339,true,
JOB-2026-01014,2026-03-27,2026-03,TECH-004,Kirana E.,Jakarta,Fiber Maintenance,Installation,Resolved,Medium,132,274,true,INC-2026-00449
JOB-2026-01484,2026-03-27,2026-03,TECH-013,Fajar N.,Semarang,Fiber Maintenance,Preventive Maintenance,Open,High,55,,false,INC-2026-01993
JOB-2026-00144,2026-03-28,2026-03,TECH-004,Indra E.,Makassar,Field Operations,Preventive Maintenance,In Progress,Low,151,,false,INC-2026-00274
JOB-2026-00312,2026-03-28,2026-03,TECH-058,Dewi G.,Bandung,Field Operations,Installation,Closed,Medium,95,310,false,INC-2026-01329
JOB-2026-00357,2026-03-28,2026-03,TECH-028,Hana C.,Denpasar,Field Operations,Corrective Maintenance,Closed,High,59,156,true,INC-2026-00662
JOB-2026-00521,2026-03-28,2026-03,TECH-051,Eka Z.,Palembang,Fiber Maintenance,Installation,Open,Low,176,,true,INC-2026-00471
JOB-2026-00613,2026-03-28,2026-03,TECH-052,Gita A.,Makassar,Enterprise Support,Installation,Closed,Low,185,409,false,INC-2026-00274
JOB-2026-01080,2026-03-28,2026-03,TECH-004,Gita E.,Denpasar,Customer Assurance,Corrective Maintenance,Resolved,Critical,43,181,false,INC-2026-01927
JOB-2026-01217,2026-03-28,2026-03,TECH-056,Indra E.,Makassar,Field Operations,Preventive Maintenance,Closed,Low,197,433,true,INC-2026-00274
JOB-2026-01230,2026-03-28,2026-03,TECH-008,Indra I.,Jakarta,Customer Assurance,Preventive Maintenance,In Progress,Low,185,,true,
JOB-2026-01752,2026-03-28,2026-03,TECH-058,Fajar G.,Makassar,Customer Assurance,Preventive Maintenance,Closed,Low,199,372,true,INC-2026-00274
JOB-2026-00413,2026-03-29,2026-03,TECH-017,Lukman R.,Jakarta,Field Operations,Site Audit,Closed,Medium,94,310,true,INC-2026-01291
JOB-2026-00468,2026-03-29,2026-03,TECH-046,Indra U.,Makassar,Customer Assurance,Site Audit,Closed,Medium,119,261,true,INC-2026-01361
JOB-2026-01137,2026-03-29,2026-03,TECH-004,Dewi E.,Balikpapan,Customer Assurance,Site Audit,Resolved,Critical,9,9,true,
JOB-2026-01351,2026-03-29,2026-03,TECH-007,Bima H.,Jakarta,Fiber Maintenance,Preventive Maintenance,Resolved,Medium,126,272,true,INC-2026-01291
JOB-2026-01669,2026-03-29,2026-03,TECH-033,Bima H.,Bandung,Fiber Maintenance,Corrective Maintenance,Open,High,85,,true,
JOB-2026-00142,2026-03-30,2026-03,TECH-055,Adit D.,Palembang,NOC Core,Site Audit,Closed,Critical,20,196,true,INC-2026-00509
JOB-2026-00539,2026-03-30,2026-03,TECH-060,Gita I.,Balikpapan,Enterprise Support,Site Audit,Resolved,Low,188,480,true,INC-2026-01975
JOB-2026-00693,2026-03-30,2026-03,TECH-049,Joko X.,Makassar,Customer Assurance,Corrective Maintenance,In Progress,Low,219,,true,INC-2026-01328
JOB-2026-00720,2026-03-30,2026-03,TECH-032,Adit G.,Makassar,Fiber Maintenance,Installation,Closed,Low,200,456,false,INC-2026-01328
JOB-2026-00816,2026-03-30,2026-03,TECH-007,Dewi H.,Palembang,Field Operations,Corrective Maintenance,Resolved,Low,161,347,true,
JOB-2026-01024,2026-03-30,2026-03,TECH-033,Joko H.,Jakarta,Customer Assurance,Preventive Maintenance,In Progress,High,38,,false,
JOB-2026-01222,2026-03-30,2026-03,TECH-007,Dewi H.,Palembang,Customer Assurance,Corrective Maintenance,Closed,Critical,41,210,true,INC-2026-00509
JOB-2026-01342,2026-03-30,2026-03,TECH-003,Joko D.,Bandung,Enterprise Support,Preventive Maintenance,Open,Critical,17,,true,INC-2026-02054
JOB-2026-01764,2026-03-30,2026-03,TECH-024,Fajar Y.,Balikpapan,Field Operations,Site Audit,Closed,Medium,100,392,true,INC-2026-01458
JOB-2026-00480,2026-03-31,2026-03,TECH-032,Bima G.,Jakarta,Field Operations,Installation,Closed,High,41,162,true,INC-2026-01923
JOB-2026-00869,2026-03-31,2026-03,TECH-011,Adit L.,Palembang,Enterprise Support,Preventive Maintenance,Resolved,Medium,103,326,false,
JOB-2026-00992,2026-03-31,2026-03,TECH-057,Eka F.,Palembang,Enterprise Support,Corrective Maintenance,Open,High,76,,false,
JOB-2026-01471,2026-03-31,2026-03,TECH-016,Fajar Q.,Medan,Field Operations,Installation,Closed,Medium,127,188,true,
JOB-2026-00098,2026-04-01,2026-04,TECH-050,Kirana Y.,Medan,Customer Assurance,Corrective Maintenance,Closed,Medium,83,319,true,INC-2026-01494
JOB-2026-00245,2026-04-01,2026-04,TECH-051,Bima Z.,Medan,Field Operations,Site Audit,Closed,Medium,115,189,true,INC-2026-00115
JOB-2026-00601,2026-04-01,2026-04,TECH-010,Adit K.,Semarang,Field Operations,Site Audit,Closed,Low,160,424,true,
JOB-2026-00758,2026-04-01,2026-04,TECH-039,Joko N.,Medan,Fiber Maintenance,Corrective Maintenance,Resolved,Medium,101,317,true,INC-2026-01494
JOB-2026-00947,2026-04-01,2026-04,TECH-003,Eka D.,Surabaya,Fiber Maintenance,Site Audit,Resolved,Medium,71,299,true,
JOB-2026-01167,2026-04-01,2026-04,TECH-055,Citra D.,Denpasar,Fiber Maintenance,Corrective Maintenance,Open,High,57,,true,
JOB-2026-01284,2026-04-01,2026-04,TECH-042,Bima Q.,Yogyakarta,Enterprise Support,Site Audit,Closed,Low,194,544,true,
JOB-2026-01702,2026-04-01,2026-04,TECH-026,Fajar A.,Medan,Enterprise Support,Installation,Resolved,Medium,132,312,false,INC-2026-01494
JOB-2026-01795,2026-04-01,2026-04,TECH-030,Eka E.,Medan,Fiber Maintenance,Preventive Maintenance,Resolved,Medium,128,341,true,INC-2026-01494
JOB-2026-00645,2026-04-02,2026-04,TECH-043,Eka R.,Jakarta,Enterprise Support,Site Audit,Closed,Medium,83,312,true,INC-2026-01383
JOB-2026-01312,2026-04-02,2026-04,TECH-046,Bima U.,Makassar,Fiber Maintenance,Installation,Closed,Medium,96,346,true,INC-2026-00224
JOB-2026-01338,2026-04-02,2026-04,TECH-045,Eka T.,Makassar,Customer Assurance,Corrective Maintenance,Resolved,Medium,100,275,true,INC-2026-00224
JOB-2026-01569,2026-04-02,2026-04,TECH-045,Adit T.,Makassar,Enterprise Support,Installation,Resolved,Medium,77,244,true,INC-2026-00224
JOB-2026-00255,2026-04-03,2026-04,TECH-020,Adit U.,Palembang,Field Operations,Preventive Maintenance,Closed,Low,157,433,true,INC-2026-00773
JOB-2026-00783,2026-04-03,2026-04,TECH-020,Hana U.,Bandung,Fiber Maintenance,Site Audit,Resolved,Low,173,369,true,INC-2026-01313
JOB-2026-01075,2026-04-03,2026-04,TECH-059,Fajar H.,Makassar,NOC Core,Preventive Maintenance,In Progress,Low,164,,true,INC-2026-01374
JOB-2026-01521,2026-04-03,2026-04,TECH-042,Hana Q.,Denpasar,Field Operations,Corrective Maintenance,Closed,Critical,9,208,true,
JOB-2026-01573,2026-04-03,2026-04,TECH-019,Gita T.,Palembang,Enterprise Support,Site Audit,Open,Low,159,,false,INC-2026-00773
JOB-2026-01773,2026-04-03,2026-04,TECH-014,Adit O.,Jakarta,Enterprise Support,Preventive Maintenance,Closed,Low,173,450,true,INC-2026-01203
JOB-2026-00088,2026-04-04,2026-04,TECH-018,Citra S.,Semarang,Customer Assurance,Installation,In Progress,Medium,112,,true,INC-2026-01598
JOB-2026-00187,2026-04-04,2026-04,TECH-051,Joko Z.,Surabaya,Field Operations,Site Audit,Closed,Low,187,420,true,INC-2026-01450
JOB-2026-00199,2026-04-04,2026-04,TECH-038,Adit M.,Palembang,Customer Assurance,Site Audit,Closed,Medium,100,325,true,INC-2026-01302
JOB-2026-00213,2026-04-04,2026-04,TECH-043,Eka R.,Makassar,Field Operations,Installation,Open,Critical,29,,true,INC-2026-01785
JOB-2026-01116,2026-04-04,2026-04,TECH-023,Hana X.,Yogyakarta,Customer Assurance,Site Audit,In Progress,Medium,103,,true,INC-2026-00155
JOB-2026-01402,2026-04-04,2026-04,TECH-033,Lukman H.,Makassar,Customer Assurance,Installation,Closed,Critical,12,67,true,INC-2026-01785
JOB-2026-01445,2026-04-04,2026-04,TECH-025,Lukman Z.,Bandung,Customer Assurance,Installation,In Progress,Low,181,,true,INC-2026-01305
JOB-2026-01517,2026-04-04,2026-04,TECH-047,Hana V.,Medan,Enterprise Support,Preventive Maintenance,In Progress,Medium,81,,false,INC-2026-01182
JOB-2026-01586,2026-04-04,2026-04,TECH-044,Gita S.,Jakarta,Field Operations,Preventive Maintenance,Closed,Low,167,449,false,
JOB-2026-00082,2026-04-05,2026-04,TECH-041,Fajar P.,Surabaya,Fiber Maintenance,Corrective Maintenance,In Progress,Low,163,,true,INC-2026-00536
JOB-2026-00548,2026-04-05,2026-04,TECH-046,Bima U.,Yogyakarta,Field Operations,Corrective Maintenance,Closed,Low,188,431,false,
JOB-2026-00679,2026-04-05,2026-04,TECH-057,Citra F.,Jakarta,Customer Assurance,Corrective Maintenance,Closed,Medium,113,311,true,INC-2026-01718
JOB-2026-00960,2026-04-05,2026-04,TECH-007,Kirana H.,Surabaya,Fiber Maintenance,Preventive Maintenance,Closed,Low,207,358,true,INC-2026-00536
JOB-2026-01101,2026-04-05,2026-04,TECH-010,Kirana K.,Surabaya,NOC Core,Corrective Maintenance,Resolved,Low,185,470,false,INC-2026-00536
JOB-2026-01454,2026-04-05,2026-04,TECH-041,Joko P.,Surabaya,Fiber Maintenance,Preventive Maintenance,Closed,Medium,102,392,true,
JOB-2026-01480,2026-04-05,2026-04,TECH-058,Bima G.,Makassar,Enterprise Support,Corrective Maintenance,In Progress,Low,154,,true,INC-2026-01554
JOB-2026-00364,2026-04-06,2026-04,TECH-018,Kirana S.,Bandung,Customer Assurance,Site Audit,Closed,Low,174,355,true,INC-2026-01008
JOB-2026-00513,2026-04-06,2026-04,TECH-020,Dewi U.,Denpasar,Enterprise Support,Preventive Maintenance,Resolved,Low,155,488,false,INC-2026-01769
JOB-2026-00678,2026-04-06,2026-04,TECH-039,Bima N.,Denpasar,Enterprise Support,Installation,Resolved,Low,186,395,true,INC-2026-01769
JOB-2026-01323,2026-04-06,2026-04,TECH-030,Dewi E.,Bandung,Enterprise Support,Installation,Closed,Low,199,471,true,INC-2026-01008
JOB-2026-01585,2026-04-06,2026-04,TECH-043,Fajar R.,Bandung,Field Operations,Corrective Maintenance,Closed,Low,189,401,true,INC-2026-01008
JOB-2026-00806,2026-04-07,2026-04,TECH-025,Kirana Z.,Makassar,Field Operations,Installation,Closed,Medium,94,224,true,
JOB-2026-01122,2026-04-07,2026-04,TECH-029,Fajar D.,Semarang,Fiber Maintenance,Installation,Closed,Low,120,448,false,
JOB-2026-00036,2026-04-08,2026-04,TECH-013,Dewi N.,Medan,Customer Assurance,Corrective Maintenance,Open,Low,190,,true,INC-2026-01737
JOB-2026-00973,2026-04-08,2026-04,TECH-018,Fajar S.,Balikpapan,Enterprise Support,Site Audit,Closed,Low,179,473,false,INC-2026-01467
JOB-2026-01034,2026-04-08,2026-04,TECH-050,Joko Y.,Balikpapan,NOC Core,Installation,In Progress,Low,182,,true,INC-2026-01467
JOB-2026-01206,2026-04-08,2026-04,TECH-041,Dewi P.,Medan,NOC Core,Preventive Maintenance,Closed,High,54,297,true,INC-2026-01021
JOB-2026-00363,2026-04-09,2026-04,TECH-045,Citra T.,Surabaya,Field Operations,Preventive Maintenance,Closed,Medium,132,312,false,INC-2026-01017
JOB-2026-00390,2026-04-09,2026-04,TECH-025,Dewi Z.,Denpasar,Enterprise Support,Site Audit,Closed,Low,163,427,true,INC-2026-02113
JOB-2026-00553,2026-04-09,2026-04,TECH-012,Adit M.,Jakarta,Fiber Maintenance,Site Audit,Resolved,Low,156,328,true,
JOB-2026-00770,2026-04-09,2026-04,TECH-037,Bima L.,Surabaya,Fiber Maintenance,Corrective Maintenance,Open,Low,168,,true,INC-2026-01050
JOB-2026-00993,2026-04-09,2026-04,TECH-051,Eka Z.,Jakarta,Enterprise Support,Preventive Maintenance,Resolved,Medium,131,262,true,INC-2026-00533
JOB-2026-01106,2026-04-09,2026-04,TECH-053,Indra B.,Balikpapan,Customer Assurance,Preventive Maintenance,Open,Medium,100,,false,
JOB-2026-00408,2026-04-10,2026-04,TECH-047,Citra V.,Makassar,Field Operations,Preventive Maintenance,Resolved,Medium,107,275,true,
JOB-2026-01564,2026-04-10,2026-04,TECH-021,Citra V.,Balikpapan,Field Operations,Site Audit,Resolved,High,52,79,true,INC-2026-00024
JOB-2026-00263,2026-04-11,2026-04,TECH-060,Fajar I.,Makassar,Field Operations,Preventive Maintenance,Closed,Low,159,498,true,INC-2026-02076
JOB-2026-00665,2026-04-11,2026-04,TECH-003,Lukman D.,Medan,Fiber Maintenance,Preventive Maintenance,Closed,Low,183,393,true,INC-2026-00909
JOB-2026-00772,2026-04-11,2026-04,TECH-017,Joko R.,Makassar,NOC Core,Preventive Maintenance,Resolved,Low,167,513,true,INC-2026-02076
JOB-2026-01298,2026-04-11,2026-04,TECH-047,Joko V.,Bandung,NOC Core,Preventive Maintenance,In Progress,High,47,,true,
JOB-2026-01502,2026-04-11,2026-04,TECH-001,Gita B.,Makassar,Enterprise Support,Site Audit,Closed,Low,180,479,true,INC-2026-02076
JOB-2026-00010,2026-04-12,2026-04,TECH-046,Bima U.,Yogyakarta,Enterprise Support,Installation,Closed,Medium,135,206,true,INC-2026-00731
JOB-2026-00612,2026-04-12,2026-04,TECH-055,Fajar D.,Makassar,Enterprise Support,Preventive Maintenance,Resolved,Medium,74,336,true,INC-2026-01551
JOB-2026-00735,2026-04-12,2026-04,TECH-008,Adit I.,Semarang,Field Operations,Preventive Maintenance,Resolved,Low,219,330,true,INC-2026-01069
JOB-2026-00883,2026-04-12,2026-04,TECH-006,Eka G.,Surabaya,Fiber Maintenance,Site Audit,Open,Low,183,,true,
JOB-2026-01049,2026-04-12,2026-04,TECH-006,Citra G.,Semarang,Enterprise Support,Corrective Maintenance,Closed,Low,181,315,true,INC-2026-01335
JOB-2026-01682,2026-04-12,2026-04,TECH-043,Eka R.,Palembang,Fiber Maintenance,Corrective Maintenance,Resolved,Low,184,501,true,INC-2026-01872
JOB-2026-01698,2026-04-12,2026-04,TECH-010,Bima K.,Makassar,Customer Assurance,Site Audit,Open,Medium,91,,true,INC-2026-01551
JOB-2026-00032,2026-04-13,2026-04,TECH-006,Gita G.,Makassar,NOC Core,Site Audit,Closed,Low,187,385,true,
JOB-2026-00318,2026-04-13,2026-04,TECH-044,Adit S.,Balikpapan,Enterprise Support,Preventive Maintenance,Closed,Low,184,407,true,INC-2026-01548
JOB-2026-00403,2026-04-13,2026-04,TECH-030,Indra E.,Balikpapan,Fiber Maintenance,Preventive Maintenance,Open,Low,172,,true,INC-2026-01548
JOB-2026-00003,2026-04-14,2026-04,TECH-058,Adit G.,Denpasar,Enterprise Support,Installation,Closed,High,44,193,true,INC-2026-01353
JOB-2026-00328,2026-04-14,2026-04,TECH-032,Hana G.,Jakarta,NOC Core,Preventive Maintenance,Resolved,High,35,239,false,INC-2026-00281
JOB-2026-01042,2026-04-14,2026-04,TECH-058,Gita G.,Palembang,Field Operations,Site Audit,Closed,High,41,225,true,INC-2026-00072
JOB-2026-01449,2026-04-14,2026-04,TECH-027,Hana B.,Denpasar,Customer Assurance,Site Audit,Resolved,Low,185,415,true,INC-2026-01461
JOB-2026-01687,2026-04-14,2026-04,TECH-048,Adit W.,Jakarta,Enterprise Support,Preventive Maintenance,Closed,Low,186,431,true,INC-2026-01364
JOB-2026-01710,2026-04-14,2026-04,TECH-005,Dewi F.,Palembang,Fiber Maintenance,Site Audit,Resolved,High,46,181,true,INC-2026-00072
JOB-2026-01782,2026-04-14,2026-04,TECH-059,Kirana H.,Denpasar,Customer Assurance,Preventive Maintenance,Closed,Critical,7,71,true,INC-2026-00090
JOB-2026-00849,2026-04-15,2026-04,TECH-007,Hana H.,Makassar,NOC Core,Preventive Maintenance,Resolved,Low,167,483,true,INC-2026-01912
JOB-2026-01739,2026-04-15,2026-04,TECH-013,Gita N.,Denpasar,Enterprise Support,Site Audit,Resolved,Low,183,377,false,
JOB-2026-00016,2026-04-16,2026-04,TECH-022,Hana W.,Makassar,Customer Assurance,Preventive Maintenance,Closed,Low,206,372,false,INC-2026-02006
JOB-2026-00343,2026-04-16,2026-04,TECH-039,Adit N.,Balikpapan,Fiber Maintenance,Corrective Maintenance,Resolved,Low,243,414,true,INC-2026-01054
JOB-2026-00643,2026-04-16,2026-04,TECH-011,Citra L.,Makassar,Enterprise Support,Installation,Resolved,Medium,82,291,true,
JOB-2026-00850,2026-04-16,2026-04,TECH-017,Citra R.,Makassar,Field Operations,Preventive Maintenance,Open,Low,161,,true,INC-2026-02006
JOB-2026-00982,2026-04-16,2026-04,TECH-056,Adit E.,Balikpapan,NOC Core,Installation,Open,Low,193,,false,INC-2026-01054
JOB-2026-01165,2026-04-16,2026-04,TECH-019,Adit T.,Bandung,Customer Assurance,Site Audit,Closed,Low,185,470,false,INC-2026-01528
JOB-2026-01567,2026-04-16,2026-04,TECH-037,Adit L.,Balikpapan,NOC Core,Site Audit,Resolved,Low,179,383,true,INC-2026-01054
JOB-2026-01689,2026-04-16,2026-04,TECH-057,Bima F.,Makassar,Enterprise Support,Preventive Maintenance,Closed,Medium,124,280,true,
JOB-2026-00277,2026-04-17,2026-04,TECH-059,Indra H.,Surabaya,Enterprise Support,Installation,Closed,Low,193,409,true,INC-2026-00901
JOB-2026-00384,2026-04-17,2026-04,TECH-037,Indra L.,Makassar,Customer Assurance,Site Audit,Closed,Critical,5,220,false,
JOB-2026-01335,2026-04-17,2026-04,TECH-036,Lukman K.,Yogyakarta,NOC Core,Site Audit,Closed,Medium,93,309,false,
JOB-2026-00383,2026-04-18,2026-04,TECH-033,Fajar H.,Denpasar,Fiber Maintenance,Site Audit,Open,Medium,125,,true,INC-2026-00601
JOB-2026-00578,2026-04-18,2026-04,TECH-012,Hana M.,Makassar,Fiber Maintenance,Installation,Closed,Medium,88,360,true,INC-2026-00257
JOB-2026-00873,2026-04-18,2026-04,TECH-044,Adit S.,Makassar,Fiber Maintenance,Site Audit,Resolved,Medium,98,327,false,INC-2026-00257
JOB-2026-01295,2026-04-18,2026-04,TECH-043,Lukman R.,Denpasar,NOC Core,Site Audit,Resolved,Low,176,492,true,INC-2026-00967
JOB-2026-00309,2026-04-19,2026-04,TECH-032,Gita G.,Yogyakarta,Enterprise Support,Installation,Open,Medium,72,,false,
JOB-2026-00500,2026-04-19,2026-04,TECH-033,Joko H.,Yogyakarta,Field Operations,Site Audit,Closed,Low,220,325,true,
JOB-2026-00560,2026-04-19,2026-04,TECH-015,Indra P.,Semarang,Enterprise Support,Corrective Maintenance,Open,High,14,,true,
JOB-2026-00617,2026-04-19,2026-04,TECH-046,Indra U.,Medan,NOC Core,Preventive Maintenance,Resolved,Low,188,360,false,INC-2026-00634
JOB-2026-00620,2026-04-19,2026-04,TECH-036,Hana K.,Medan,Fiber Maintenance,Installation,Closed,Low,168,519,true,INC-2026-02048
JOB-2026-00689,2026-04-19,2026-04,TECH-009,Lukman J.,Yogyakarta,Fiber Maintenance,Corrective Maintenance,In Progress,Low,159,,true,INC-2026-01116
JOB-2026-01213,2026-04-19,2026-04,TECH-013,Bima N.,Surabaya,Customer Assurance,Installation,Closed,Medium,119,249,true,
JOB-2026-00234,2026-04-20,2026-04,TECH-001,Gita B.,Balikpapan,Enterprise Support,Site Audit,In Progress,Medium,75,,true,INC-2026-01517
JOB-2026-00244,2026-04-20,2026-04,TECH-016,Adit Q.,Palembang,NOC Core,Site Audit,Resolved,Low,148,438,true,INC-2026-01293
JOB-2026-00608,2026-04-20,2026-04,TECH-044,Kirana S.,Medan,Enterprise Support,Site Audit,In Progress,Medium,136,,false,INC-2026-02050
JOB-2026-00956,2026-04-20,2026-04,TECH-034,Joko I.,Makassar,Field Operations,Corrective Maintenance,Open,High,62,,false,
JOB-2026-01262,2026-04-20,2026-04,TECH-031,Joko F.,Makassar,Enterprise Support,Corrective Maintenance,Closed,Medium,58,284,true,INC-2026-01591
JOB-2026-01591,2026-04-20,2026-04,TECH-005,Lukman F.,Balikpapan,Fiber Maintenance,Installation,Closed,Low,189,408,false,INC-2026-00764
JOB-2026-01692,2026-04-20,2026-04,TECH-052,Bima A.,Palembang,Field Operations,Corrective Maintenance,Resolved,Medium,100,391,false,
JOB-2026-00253,2026-04-21,2026-04,TECH-006,Gita G.,Denpasar,Fiber Maintenance,Preventive Maintenance,Closed,High,50,241,false,
JOB-2026-00587,2026-04-21,2026-04,TECH-024,Joko Y.,Surabaya,Enterprise Support,Corrective Maintenance,Closed,High,75,154,true,INC-2026-01417
JOB-2026-01303,2026-04-21,2026-04,TECH-021,Dewi V.,Jakarta,NOC Core,Preventive Maintenance,Closed,Low,116,459,true,INC-2026-01530
JOB-2026-01419,2026-04-21,2026-04,TECH-021,Indra V.,Surabaya,Fiber Maintenance,Installation,Resolved,High,5,303,false,INC-2026-01417
JOB-2026-01429,2026-04-21,2026-04,TECH-036,Fajar K.,Jakarta,NOC Core,Preventive Maintenance,Closed,Medium,134,364,false,
JOB-2026-01555,2026-04-21,2026-04,TECH-033,Dewi H.,Jakarta,Fiber Maintenance,Site Audit,Resolved,High,102,302,false,INC-2026-00246
